Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
DEU,Germany,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,45.37,37.96,,49.4,42.59,48.47,54.92,50.74,55.7,53.74,64.19,,,,
DEU,Germany,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,8.73,6.89,7.04,6.13,6.32,5.79,,4.09,4.52,5.41,6.74,7.15,6.02,6.54,6.09,,,,
DEU,Germany,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,3.87,3.38,3.33,2.61,3.84,2.58,,3.44,3.66,2.9,4.47,3.54,3.92,3.97,3.29,,,,
DEU,Germany,3122,Informal Investors Rate,% of 18-64 population,3.24,3.39,2.69,2.69,1.8,1.7,,1.82,1.54,3.6,3.19,3,3.43,3.84,3.89,,,,
DEU,Germany,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,21.64,29.15,24.52,21.79,18.89,24.42,,15.68,22.56,21.12,22.43,25.9,22.26,27.43,28.79,,,,
DEU,Germany,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,37.01,41.06,44.06,40.24,36.05,,43.38,35.81,37.91,34.32,39.93,40.73,37.28,48.92,24.7,23.74,30.53,
DEU,Germany,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,11.6,13.01,14.63,10.95,,18.87,17.53,13.84,18.86,9.53,16.13,21.09,25.13,,,,
DNK,Denmark,3106,Perceived Capabilities,% of 18-64 population,40.81,36.77,36.62,40.24,37.93,36.41,36.12,32.17,35.35,40.75,34.97,31.02,,34.88,,,,,
DNK,Denmark,3107,Perceived Opportunities,% of 18-64 population,45.78,50.83,41.92,49.18,65.75,64.59,70.59,62.15,33.85,46.42,46.64,44.41,,59.66,,,,,
DNK,Denmark,3108,Fear of Failure Rate,% of 18-64 population,23.72,24.69,29.34,24.67,39.96,38.54,33.85,42.17,37.15,31.51,40.52,39.26,,40.99,,,,,
DNK,Denmark,3109,Entrepreneurial Intention,% of 18-64 population,,6.24,5.07,6.52,7.19,6.53,6.16,5.45,2.6,5.91,6.72,6.64,,6.92,,,,,
DNK,Denmark,3110,Know Startup Entrepreneur Rate,% of 18-64 population,42.12,50.72,44.51,49.67,46.31,43.07,44.4,44.02,42.5,41.67,32.38,33.53,,32.23,,,,,
DNK,Denmark,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,51.22,50.18,44.49,51.62,55.96,56.7,46.92,,,,,,,,,,
DNK,Denmark,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,75.32,72.76,72.55,73.93,79.14,76.15,75.08,,,,,,,,,,
DNK,Denmark,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,52.11,55.06,29.5,33.24,35.52,31.84,25.5,,,,,,,,,,
DNK,Denmark,3114,Nascent Entrepreneurship Rate,% of 18-64 population,3,3.63,3.05,2.54,2.39,2.86,2.34,2.22,1.65,1.83,3.14,3.07,,3.07,,,,,
DNK,Denmark,3115,New Business Ownership Rate,% of 18-64 population,2.45,3.12,3.32,2.81,2.44,2.75,3.11,1.91,2.03,2.18,1.63,2.36,,2.49,,,,,
DNK,Denmark,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,7.23,6.53,5.88,5.31,4.71,5.31,5.39,4.04,3.64,3.77,4.63,5.36,,5.47,,,,,
DNK,Denmark,3117,Established Business Ownership Rate,% of 18-64 population,4.25,5.52,5.66,5.06,4.35,5.28,6,3.35,4.69,5.56,4.93,3.45,,5.09,,,,,
DNK,Denmark,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,3.02,6.52,6.26,6.87,3.22,3.55,4.76,5.17,7.1,8,7.08,8.24,,5.43,,,,,
DNK,Denmark,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,65.45,80.47,72.04,60.17,55.64,53.8,64.02,70.65,,60.15,,,,,
DNK,Denmark,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,10.12,8.77,8.82,7.41,6.4,7.31,6.21,5.38,4.75,5.22,6.31,7.6,,7.12,,,,,
DNK,Denmark,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,4.32,4.24,2.87,3.17,2.99,3.28,4.56,2.68,2.52,2.3,2.91,3.09,,3.79,,,,,
DNK,Denmark,3122,Informal Investors Rate,% of 18-64 population,3.14,3.37,2.53,2.92,2.38,2.48,2.06,2.07,2.23,2.83,3.19,2.98,,3.4,,,,,
DNK,Denmark,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,7.62,41.26,34.94,31.82,24.58,29.17,38.69,27.57,27.65,28.26,24.05,31.81,,21.84,,,,,
DNK,Denmark,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,58.77,60.68,53.39,53.06,53.98,55.51,45.25,55.26,59.55,66.56,61.06,,57.24,,,,,
DNK,Denmark,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,21.48,15.8,15.02,19.47,17.63,59.74,28.91,11.32,21.25,20.9,,13.29,,,,,
DOM,Dominican Republic,3106,Perceived Capabilities,% of 18-64 population,,,,,,,82.51,75.83,78.17,,,,,,,,,,
DOM,Dominican Republic,3107,Perceived Opportunities,% of 18-64 population,,,,,,,51.51,53.56,49.51,,,,,,,,,,
DOM,Dominican Republic,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,22.97,28.08,27.06,,,,,,,,,,
DOM,Dominican Republic,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,34.42,29.7,25.01,,,,,,,,,,
DOM,Dominican Republic,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,55.54,57.34,51.52,,,,,,,,,,
DOM,Dominican Republic,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,96.16,92.2,91.83,,,,,,,,,,
DOM,Dominican Republic,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,86.96,90.85,87.55,,,,,,,,,,
DOM,Dominican Republic,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,65.56,63.31,60.76,,,,,,,,,,
DOM,Dominican Republic,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,9.8,11.66,8.8,,,,,,,,,,
DOM,Dominican Republic,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,7.22,9.83,9.23,,,,,,,,,,
DOM,Dominican Republic,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,16.75,20.35,17.53,,,,,,,,,,
DOM,Dominican Republic,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,7.57,8.24,11.35,,,,,,,,,,
DOM,Dominican Republic,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,29.52,30.62,34.02,,,,,,,,,,
DOM,Dominican Republic,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,39.84,28.74,26.41,,,,,,,,,,
DOM,Dominican Republic,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,18.91,25.02,20.08,,,,,,,,,,
DOM,Dominican Republic,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,14.5,15.48,14.88,,,,,,,,,,
DOM,Dominican Republic,3122,Informal Investors Rate,% of 18-64 population,,,,,,,7.18,8.37,5.83,,,,,,,,,,
DOM,Dominican Republic,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,26.48,32.47,27.21,,,,,,,,,,
DOM,Dominican Republic,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,31.05,34.84,38.69,,,,,,,,,,
DOM,Dominican Republic,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,10.29,20.49,9.82,,,,,,,,,,
DZA,Algeria,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,52.06,,59.6,54.1,55.51,,,,,,
DZA,Algeria,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,48.42,,54.26,45.67,61.86,,,,,,
DZA,Algeria,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,30.89,,43.11,35.44,32.95,,,,,,
DZA,Algeria,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,22.26,,41.76,21.27,36.02,,,,,,
DZA,Algeria,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,58.8,,48.28,60.04,52.63,,,,,,
DZA,Algeria,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,57.32,,80.25,78.94,79.59,,,,,,
DZA,Algeria,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,58.17,,81.8,81.03,84.23,,,,,,
DZA,Algeria,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,39.15,,51.47,47.01,47.41,,,,,,
DZA,Algeria,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,11.27,,5.34,1.62,2.24,,,,,,
DZA,Algeria,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,5.64,,4.02,7.25,2.64,,,,,,
DZA,Algeria,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,16.68,,9.26,8.75,4.89,,,,,,
DZA,Algeria,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,4.67,,3.09,3.32,5.45,,,,,,
DZA,Algeria,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,18.5,,36.53,29.96,21.31,,,,,,
DZA,Algeria,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,51.09,,46.42,47.42,62.3,,,,,,
DZA,Algeria,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,19.94,,10.76,12.08,6.43,,,,,,
DZA,Algeria,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,13.37,,5.56,5.37,3.31,,,,,,
DZA,Algeria,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,7.32,,11.5,8.7,9.81,,,,,,
DZA,Algeria,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,24.65,,31.11,21.19,13.11,,,,,,
DZA,Algeria,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,52.81,,42.92,45.89,31.97,,,,,,
DZA,Algeria,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,13.78,,5.68,10.25,10.71,,,,,,
ECU,Ecuador,3106,Perceived Capabilities,% of 18-64 population,,,,76.14,,,,70.29,72.95,76.59,,72.1,74.27,72.81,72.25,71.33,74.06,,78.28
ECU,Ecuador,3107,Perceived Opportunities,% of 18-64 population,,,,46.29,,,,41.31,44.24,50.27,,58.55,57.29,62.02,52.71,45.47,51.15,,55.85
ECU,Ecuador,3108,Fear of Failure Rate,% of 18-64 population,,,,44.65,,,,30.33,34.54,31.15,,32.85,34.91,30.67,28.62,25.85,27.13,,35.11
ECU,Ecuador,3109,Entrepreneurial Intention,% of 18-64 population,,,,40.59,,,,37.27,31,46.31,,51.04,39.91,43.1,46.32,36.71,48.18,,42.5
ECU,Ecuador,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,48.87,,,,38.3,37,41.21,,34.24,37.65,37.92,39.53,,,,
ECU,Ecuador,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,81.08,,,,79.26,78.02,83.14,,88.11,66.48,66.43,61.63,59.5,60.63,,72.26
ECU,Ecuador,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,76.05,,,,71.25,72.52,74.04,,84.14,67.66,67.13,67.12,61.1,60.68,,71.88
ECU,Ecuador,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,57.29,,,,56.63,55.36,62.57,,78.78,79.09,82.89,77.31,,,,
ECU,Ecuador,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,16.91,,,,8.71,6.33,10.59,,16.72,25.3,24.54,25.89,,,,
ECU,Ecuador,3115,New Business Ownership Rate,% of 18-64 population,,,,11.09,,,,9.08,9.72,11.38,,11.68,13.59,9.92,9.84,,,,
ECU,Ecuador,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,27.24,,,,17.18,15.82,21.25,,26.61,35.97,32.61,33.56,31.83,29.62,,36.2
ECU,Ecuador,3117,Established Business Ownership Rate,% of 18-64 population,,,,10.1,,,,11.87,16.09,14.68,,18.92,17.99,17.67,17.4,14.3,15.35,,14.69
ECU,Ecuador,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,30.98,,,,28.4,32.37,27.63,,35.83,33.64,29.43,30.56,,,,
ECU,Ecuador,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,47.31,42.59,44.54,,30.21,32.11,34.95,34.57,,,,
ECU,Ecuador,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,30.13,,,,18.52,16.07,23.53,,25.71,39.48,33.04,34.34,,,,
ECU,Ecuador,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,24.4,,,,15.85,15.58,19.02,,27.43,32.62,32.18,32.79,,,,
ECU,Ecuador,3122,Informal Investors Rate,% of 18-64 population,,,,8.83,,,,4.52,2.77,6.18,,5.74,6.71,5.4,5.49,,,,
ECU,Ecuador,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,17.1,,,,18.56,11.93,12.27,,9.57,18.35,10.03,10.19,,,,
ECU,Ecuador,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,75.82,,,,44.72,14.91,38.23,,65.29,45.26,43.98,42.44,16.4,16.54,,
ECU,Ecuador,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,16.95,,,,8.56,13.77,9.68,,0.39,1.01,1.76,8.04,,,,
EGY,"Egypt, Arab Rep.",3106,Perceived Capabilities,% of 18-64 population,,,,,,,,59.22,,63.35,,58.66,,,41.52,46.41,46.6,42.96,67.26
EGY,"Egypt, Arab Rep.",3107,Perceived Opportunities,% of 18-64 population,,,,,,,,34.87,,38.79,,53.72,,,46.07,53.5,43.51,39.31,73.53
EGY,"Egypt, Arab Rep.",3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,20.35,,25.27,,32.96,,,29.5,27.63,30.2,28.24,54.79
EGY,"Egypt, Arab Rep.",3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,34.51,,24.3,,42.28,,,36.75,63.76,55.45,59.78,61.58
EGY,"Egypt, Arab Rep.",3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,43.79,,45.96,,30.61,,,18.12,,,,
EGY,"Egypt, Arab Rep.",3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,72.83,,77.68,,83.01,,,73.56,83.4,75.94,73.99,79.97
EGY,"Egypt, Arab Rep.",3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,84.34,,89.47,,87.22,,,79.57,87.1,82.01,82.57,86.15
EGY,"Egypt, Arab Rep.",3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,57.4,,70.53,,63.71,,,58.51,,,,
EGY,"Egypt, Arab Rep.",3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,7.88,,2.08,,3.1,,,4.03,,,,
EGY,"Egypt, Arab Rep.",3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,5.46,,4.94,,4.87,,,3.39,,,,
EGY,"Egypt, Arab Rep.",3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,13.11,,7.02,,7.82,,,7.39,14.3,13.25,9.84,6.67
EGY,"Egypt, Arab Rep.",3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,7.98,,4.52,,4.15,,,2.9,6.1,5.69,4.53,1.5
EGY,"Egypt, Arab Rep.",3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,18.56,,52.98,,33.58,,,42.44,,,,
EGY,"Egypt, Arab Rep.",3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,60.16,,25.21,,22.9,,,33.49,,,,
EGY,"Egypt, Arab Rep.",3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,20.2,,9.54,,13.09,,,11.06,,,,
EGY,"Egypt, Arab Rep.",3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,5.87,,4.41,,2.39,,,3.67,,,,
EGY,"Egypt, Arab Rep.",3122,Informal Investors Rate,% of 18-64 population,,,,,,,,3.58,,6.07,,4.5,,,27.57,,,,
EGY,"Egypt, Arab Rep.",3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,19.4,,45.68,,62.74,,,28.7,,,,
EGY,"Egypt, Arab Rep.",3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,28.06,,34.61,,27.64,,,42.88,22.9,25.26,27.52,
EGY,"Egypt, Arab Rep.",3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,26.72,,6.14,,8.15,,,17.22,,,,
ESP,Spain,3106,Perceived Capabilities,% of 18-64 population,48.65,48.82,31.21,41.37,47.74,46.18,45.14,46.51,47.53,50.2,50.86,50.38,48.39,48.13,45.26,46.69,44.8,48.46,50.82
ESP,Spain,3107,Perceived Opportunities,% of 18-64 population,48.46,41.67,31.4,39.32,38,32.7,33.7,25.4,15.99,18.84,14.41,13.9,16.01,22.61,25.97,25.56,31.86,29.09,36.13
ESP,Spain,3108,Fear of Failure Rate,% of 18-64 population,36.22,41.97,39.6,45.5,42.03,44.33,47.17,47.19,45.43,36.35,38.91,41.76,36.3,38.03,39.15,38.91,39.16,36.19,48.21
ESP,Spain,3109,Entrepreneurial Intention,% of 18-64 population,,6.96,4.93,4.31,4.21,4.37,4.28,4.97,4.33,5.82,7.99,11.13,8.43,7.09,5.59,5.11,5.55,6.2,7.41
ESP,Spain,3110,Know Startup Entrepreneur Rate,% of 18-64 population,43.98,43.59,24.7,26.78,31.77,34.11,33.49,37.6,30.3,32.42,28.7,31.1,30.81,35.71,33.66,,,,
ESP,Spain,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,61,71.76,71.16,70.64,71.64,68.21,62.98,65.42,65.15,63.64,54.31,53.94,53.17,53.7,53.83,53.11,57.33
ESP,Spain,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,44.23,58.62,59.71,60.16,60.98,58.25,54.83,62.54,66.49,63.71,52.34,48.99,48.38,50.7,47.88,49.75,57.85
ESP,Spain,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,24.42,38.65,41.36,44.66,45.51,43.46,37.02,40.67,44.58,47.26,45.63,46.33,46.85,,,,
ESP,Spain,3114,Nascent Entrepreneurship Rate,% of 18-64 population,3.27,2.24,4.57,2.08,2.39,3.01,3.49,3.26,2.32,2.2,3.32,3.35,3.09,3.33,2.13,,,,
ESP,Spain,3115,New Business Ownership Rate,% of 18-64 population,2.35,2.54,2.08,3.09,3.36,4.41,4.31,3.91,2.84,2.14,2.53,2.45,2.2,2.21,3.62,,,,
ESP,Spain,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,6.32,4.59,6.65,5.15,5.65,7.27,7.62,7.03,5.1,4.31,5.81,5.7,5.21,5.47,5.7,5.23,6.19,6.39,6.15
ESP,Spain,3117,Established Business Ownership Rate,% of 18-64 population,4.72,8.39,4.03,7.79,7.71,5.45,6.38,9.05,6.4,7.72,8.85,8.74,8.39,7.03,7.7,6.2,7.05,6.05,6.31
ESP,Spain,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,22.15,22.17,5.13,12.1,14.07,15.19,14.89,14.8,15.75,25.38,25.85,25.59,29.24,29.79,24.8,,,,
ESP,Spain,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,54.63,56.33,49.65,48.47,41.16,42.04,39.32,32.51,33.18,33.48,44.52,,,,
ESP,Spain,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,7.35,6.59,9.32,7.38,7.17,8.83,9.75,8.08,6.29,5.4,7.05,7.36,6.23,6.36,6.37,,,,
ESP,Spain,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,5.19,2.58,4,2.91,4.15,5.7,5.48,5.97,3.88,3.18,4.54,4,4.16,4.57,5.02,,,,
ESP,Spain,3122,Informal Investors Rate,% of 18-64 population,4.09,3.11,3.46,2.55,2.46,2.81,3.22,2.81,3.03,3.33,3.62,3.85,3.3,3.71,3.27,,,,
ESP,Spain,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,16.3,36.51,28.75,28.21,21.6,21.62,21.22,23.67,16.94,10.84,21.28,12.75,14.95,19.29,14.58,,,,
ESP,Spain,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,52.5,36.63,35.65,40.94,47.8,48.64,51.13,36.67,30.75,35.52,41.74,33.62,39.27,34.44,23.7,25.01,22.33,
ESP,Spain,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,2.73,11.93,18.55,19.4,22.1,20.2,12.83,5.79,7.29,14.05,9.27,13.56,6.26,,,,
EST,Estonia,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,43.19,39.96,42.47,44.02,43.65,49.72,,
EST,Estonia,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,45.24,46.07,49.44,51.43,52.29,60.95,,
EST,Estonia,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,34.49,38.83,41.77,39.3,41.15,31.76,,
EST,Estonia,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,16.38,19.39,9.85,16.68,16.41,18.14,,
EST,Estonia,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,37.51,36.76,41.98,39.3,,,,
EST,Estonia,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,54.77,53.21,55.56,53.44,53.2,54.22,,
EST,Estonia,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,62.54,58.59,64.93,62.61,63.6,64.74,,
EST,Estonia,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,41.46,40.72,43.34,49.07,,,,
EST,Estonia,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,9.46,8.79,6.34,8.74,,,,
EST,Estonia,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,5.09,4.54,3.54,4.7,,,,
EST,Estonia,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,14.26,13.11,9.43,13.14,16.16,19.38,,
EST,Estonia,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,7.24,5.01,5.7,7.74,7.8,11.37,,
EST,Estonia,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,18.22,14.82,15.1,13.69,,,,
EST,Estonia,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,49.1,50.07,41.15,57.03,,,,
EST,Estonia,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,19.13,17.04,11.21,16.65,,,,
EST,Estonia,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,9.74,9.36,7.71,9.69,,,,
EST,Estonia,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,8.72,6.64,6.78,6.79,,,,
EST,Estonia,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,37.95,26.72,22.4,33.46,,,,
EST,Estonia,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,50.84,49.2,46.88,52.85,34.5,30.2,,
EST,Estonia,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,30.15,26.04,23.97,20,,,,
ETH,Ethiopia,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,69.1,,,,,,,
ETH,Ethiopia,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,64.89,,,,,,,
ETH,Ethiopia,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,32.66,,,,,,,
ETH,Ethiopia,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,23.84,,,,,,,
ETH,Ethiopia,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,56.05,,,,,,,
ETH,Ethiopia,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,76.2,,,,,,,
ETH,Ethiopia,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,91.85,,,,,,,
ETH,Ethiopia,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,72.88,,,,,,,
ETH,Ethiopia,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,5.7,,,,,,,
ETH,Ethiopia,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,9.25,,,,,,,
ETH,Ethiopia,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,14.73,,,,,,,
ETH,Ethiopia,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,10.2,,,,,,,
ETH,Ethiopia,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,20.35,,,,,,,
ETH,Ethiopia,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,69.22,,,,,,,
ETH,Ethiopia,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,16.63,,,,,,,
ETH,Ethiopia,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,12.9,,,,,,,
ETH,Ethiopia,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,4.12,,,,,,,
ETH,Ethiopia,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,16.69,,,,,,,
ETH,Ethiopia,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,23.37,,,,,,,
ETH,Ethiopia,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,1.12,,,,,,,
FIN,Finland,3106,Perceived Capabilities,% of 18-64 population,37.61,39,38.5,36.09,36.37,36.53,39.73,39.07,35.07,39.53,37.26,34.32,33.26,34.88,37.39,35.82,,,
FIN,Finland,3107,Perceived Opportunities,% of 18-64 population,54.91,51.23,48.73,38.26,46.6,49.82,52.96,50.18,39.66,51.13,60.82,55.33,43.8,42.38,48.62,49.11,,,
FIN,Finland,3108,Fear of Failure Rate,% of 18-64 population,35.17,28.2,36.97,36.1,28.93,36.47,28.97,23.12,25.94,28.61,31.96,36.52,36.73,36.76,32.62,37.55,,,
